,genome_id,genome_name,taxon_id,genome_status,genome_length,gc_content,contig_l50,contig_n50,chromosomes,plasmids,contigs,patric_cds,refseq_cds,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
286920,562.22434,Escherichia coli O45:H45 strain ECO0007,562,WGS,5133421,50.4,11.0,133606.0,,,101,5115.0,,72.0,,99.0,100.0,0.7,,2017-11-29T16:56:51.106Z
286921,562.22454,Escherichia coli O45:H7 strain ECO0027,562,WGS,5205138,50.67,9.0,186372.0,,,94,5274.0,,63.0,,99.0,100.0,0.0,,2017-11-29T16:57:38.982Z
286940,562.22448,Escherichia coli O4:H1 strain ECO0021,562,WGS,4972652,50.57,9.0,180605.0,,,76,4887.0,,62.0,,99.3,100.0,0.0,,2017-11-29T16:56:53.765Z
286941,562.22621,Escherichia coli O4:H1 strain ECO0206,562,WGS,4889111,50.6,8.0,202447.0,,,63,4757.0,,64.0,,99.0,100.0,0.0,,2017-11-29T17:51:53.041Z
286942,562.22689,Escherichia coli O4:H1 strain ECO0277,562,WGS,5359101,50.36,10.0,183013.0,,,119,5433.0,,64.0,,99.1,100.0,0.0,,2017-11-29T17:59:24.355Z
286943,562.22873,Escherichia coli O4:H1 strain ECO0306,562,WGS,5206516,50.58,9.0,180607.0,,,125,5235.0,,64.0,,99.0,100.0,0.0,,2017-11-29T18:06:53.520Z
286944,562.22725,Escherichia coli O4:H1 strain ECO0312,562,WGS,5062704,50.52,12.0,156093.0,,,94,5019.0,,57.0,,99.0,100.0,0.4,,2017-11-29T18:00:25.536Z
286945,562.22788,Escherichia coli O4:H1 strain ECO0378,562,WGS,5060720,50.51,12.0,156093.0,,,95,5013.0,,57.0,,99.1,100.0,0.4,,2017-11-29T18:01:44.738Z
286973,562.2245,Escherichia coli O4:H5 strain ECO0024,562,WGS,5023971,50.36,8.0,201995.0,,,87,5006.0,,67.0,,99.0,100.0,0.0,,2017-11-29T16:59:30.289Z
286974,562.22535,Escherichia coli O4:H5 strain ECO0110,562,WGS,5142916,50.38,10.0,189802.0,,,95,5137.0,,65.0,,99.0,100.0,0.1,,2017-11-29T17:26:59.224Z
286975,562.22553,Escherichia coli O4:H5 strain ECO0128,562,WGS,5082765,50.37,8.0,191125.0,,,80,5040.0,,65.0,,99.0,100.0,0.7,,2017-11-29T17:32:51.362Z
286977,562.22696,Escherichia coli O4:H5 strain ECO0286,562,WGS,5041238,50.52,9.0,190875.0,,,86,4998.0,,72.0,,99.2,100.0,0.0,,2017-11-29T17:59:16.700Z
286978,562.22742,Escherichia coli O4:H5 strain ECO0332,562,WGS,5216200,50.48,8.0,179429.0,,,107,5206.0,,63.0,,99.3,100.0,0.4,,2017-11-29T18:03:33.018Z
286979,562.22744,Escherichia coli O4:H5 strain ECO0334,562,WGS,5129594,50.4,9.0,203089.0,,,91,5108.0,,65.0,,99.0,100.0,0.0,,2017-11-29T18:00:09.121Z
286980,562.22761,Escherichia coli O4:H5 strain ECO0352,562,WGS,5109474,50.54,10.0,186578.0,,,104,5060.0,,62.0,,99.1,100.0,0.0,,2017-11-29T18:01:20.284Z
286981,562.22826,Escherichia coli O4:H5 strain ECO0427,562,WGS,5181436,50.4,8.0,204705.0,,,92,5181.0,,70.0,,99.0,100.0,0.0,,2017-11-29T18:05:10.007Z
286982,562.22827,Escherichia coli O4:H5 strain ECO0429,562,WGS,4974141,50.47,7.0,240433.0,,,69,4887.0,,63.0,,99.2,100.0,0.0,,2017-11-29T18:04:56.807Z
287006,562.22722,Escherichia coli O51:H24 strain ECO0309,562,WGS,5277132,50.44,22.0,79634.0,,,196,5345.0,,72.0,,98.5,100.0,0.0,,2017-11-29T18:00:36.245Z
287009,562.22591,Escherichia coli O54:H2 strain ECO0167,562,WGS,4587932,50.77,11.0,167534.0,,,70,4475.0,,64.0,,99.3,100.0,0.4,,2017-11-29T17:38:17.982Z
287025,562.22701,Escherichia coli O5:H4 strain ECO0291,562,WGS,5035442,50.38,19.0,92864.0,,,144,5068.0,,62.0,,98.9,100.0,0.4,,2017-11-29T17:58:55.805Z
287034,562.22441,Escherichia coli O6:H1 strain ECO0014,562,WGS,5154450,50.54,11.0,163811.0,,,113,5150.0,,68.0,,99.0,99.6,0.0,,2017-11-29T17:19:50.644Z
287035,562.22443,Escherichia coli O6:H1 strain ECO0016,562,WGS,4976712,50.47,11.0,168517.0,,,108,4921.0,,67.0,,98.7,100.0,0.0,,2017-11-29T16:59:19.380Z
287037,562.22469,Escherichia coli O6:H1 strain ECO0044,562,WGS,5029844,50.52,14.0,113103.0,,,121,4993.0,,65.0,,99.0,99.3,0.7,,2017-11-29T17:17:07.302Z
287038,562.22472,Escherichia coli O6:H1 strain ECO0045,562,WGS,5030313,50.52,14.0,113103.0,,,122,4994.0,,65.0,,99.0,99.3,0.7,,2017-11-29T16:58:31.275Z
287039,562.22492,Escherichia coli O6:H1 strain ECO0064,562,WGS,5005827,50.5,10.0,169141.0,,,96,4929.0,,72.0,,99.0,100.0,0.0,,2017-11-29T17:22:55.217Z
287040,562.22497,Escherichia coli O6:H1 strain ECO0070,562,WGS,5111715,50.54,11.0,140197.0,,,112,5086.0,,65.0,,99.0,100.0,0.0,,2017-11-29T17:24:36.292Z
287041,562.225,Escherichia coli O6:H1 strain ECO0073,562,WGS,5108031,50.45,9.0,185580.0,,,107,5063.0,,71.0,,98.7,100.0,0.0,,2017-11-29T17:25:48.618Z
287042,562.22502,Escherichia coli O6:H1 strain ECO0075,562,WGS,4969417,50.46,8.0,221365.0,,,71,4851.0,,70.0,,99.0,100.0,0.0,,2017-11-29T17:26:25.613Z
287043,562.22504,Escherichia coli O6:H1 strain ECO0077,562,WGS,4975911,50.49,8.0,185841.0,,,92,4868.0,,65.0,,99.2,100.0,0.0,,2017-11-29T17:26:30.698Z
287044,562.22519,Escherichia coli O6:H1 strain ECO0093,562,WGS,5111302,50.44,9.0,182538.0,,,100,5062.0,,71.0,,98.7,100.0,0.0,,2017-11-29T17:30:42.724Z
287045,562.22523,Escherichia coli O6:H1 strain ECO0097,562,WGS,5107307,50.49,10.0,174017.0,,,121,5076.0,,68.0,,99.0,100.0,0.0,,2017-11-29T17:32:09.604Z
287046,562.22525,Escherichia coli O6:H1 strain ECO0099,562,WGS,5124808,50.45,10.0,179250.0,,,109,5088.0,,65.0,,98.7,100.0,0.4,,2017-11-29T17:25:56.819Z
287047,562.22528,Escherichia coli O6:H1 strain ECO0102,562,WGS,5120904,50.45,10.0,182538.0,,,108,5080.0,,65.0,,98.7,100.0,0.0,,2017-11-29T17:31:24.460Z
287048,562.2253,Escherichia coli O6:H1 strain ECO0105,562,WGS,5116806,50.44,10.0,182511.0,,,105,5084.0,,67.0,,98.9,100.0,0.0,,2017-11-29T17:25:59.531Z
287049,562.22537,Escherichia coli O6:H1 strain ECO0112,562,WGS,4930366,50.5,8.0,186509.0,,,78,4847.0,,66.0,,99.1,100.0,0.0,,2017-11-29T17:26:33.519Z
287050,562.22545,Escherichia coli O6:H1 strain ECO0120,562,WGS,5106203,50.43,10.0,179396.0,,,99,5058.0,,71.0,,98.7,100.0,0.4,,2017-11-29T17:32:48.693Z
287051,562.22552,Escherichia coli O6:H1 strain ECO0127,562,WGS,4986086,50.45,10.0,174352.0,,,99,4943.0,,71.0,,98.7,100.0,0.0,,2017-11-29T17:37:50.292Z
287052,562.22574,Escherichia coli O6:H1 strain ECO0149,562,WGS,5149400,50.31,11.0,140195.0,,,131,5154.0,,71.0,,99.0,100.0,0.1,,2017-11-29T17:44:45.114Z
287053,562.22579,Escherichia coli O6:H1 strain ECO0154,562,WGS,5042887,50.42,10.0,179149.0,,,100,5036.0,,71.0,,99.0,100.0,0.4,,2017-11-29T17:45:33.656Z
287054,562.22581,Escherichia coli O6:H1 strain ECO0156,562,WGS,5181893,50.41,11.0,154374.0,,,135,5183.0,,70.0,,98.7,100.0,0.4,,2017-11-29T17:46:20.973Z
287055,562.22587,Escherichia coli O6:H1 strain ECO0162,562,WGS,5135964,50.4,11.0,148535.0,,,118,5143.0,,67.0,,98.5,100.0,0.0,,2017-11-29T17:47:21.157Z
287056,562.22592,Escherichia coli O6:H1 strain ECO0168,562,WGS,5002519,50.52,8.0,202475.0,,,91,4920.0,,61.0,,98.8,100.0,0.0,,2017-11-29T17:38:23.196Z
287057,562.22594,Escherichia coli O6:H1 strain ECO0170,562,WGS,5158835,50.47,11.0,173819.0,,,110,5144.0,,65.0,,98.7,100.0,0.0,,2017-11-29T17:44:08.607Z
287058,562.22603,Escherichia coli O6:H1 strain ECO0179,562,WGS,5039963,50.46,10.0,174234.0,,,110,5005.0,,75.0,,99.0,100.0,0.4,,2017-11-29T17:52:52.641Z
287059,562.22606,Escherichia coli O6:H1 strain ECO0182,562,WGS,4941266,50.56,8.0,203809.0,,,76,4850.0,,69.0,,99.1,100.0,0.0,,2017-11-29T17:52:49.815Z
287060,562.22712,Escherichia coli O6:H1 strain ECO0197,562,WGS,4953790,50.56,9.0,185497.0,,,87,4863.0,,63.0,,99.1,100.0,0.0,,2017-11-29T18:00:04.033Z
287061,562.22615,Escherichia coli O6:H1 strain ECO0200,562,WGS,5063549,50.44,9.0,186575.0,,,104,5003.0,,64.0,,98.9,100.0,0.0,,2017-11-29T17:55:15.862Z
287062,562.22623,Escherichia coli O6:H1 strain ECO0208,562,WGS,4973385,50.49,9.0,186519.0,,,94,4870.0,,65.0,,99.2,100.0,0.4,,2017-11-29T17:52:58.104Z
287063,562.22624,Escherichia coli O6:H1 strain ECO0209,562,WGS,5118430,50.43,10.0,179357.0,,,112,5084.0,,68.0,,98.9,100.0,0.0,,2017-11-29T17:52:41.955Z
287064,562.22634,Escherichia coli O6:H1 strain ECO0221,562,WGS,4983799,50.48,8.0,214005.0,,,77,4885.0,,72.0,,99.0,100.0,0.0,,2017-11-29T17:54:42.913Z
287065,562.22638,Escherichia coli O6:H1 strain ECO0225,562,WGS,5106546,50.45,9.0,185463.0,,,105,5076.0,,67.0,,98.7,100.0,0.4,,2017-11-29T17:54:48.063Z
287066,562.22656,Escherichia coli O6:H1 strain ECO0242,562,WGS,5121733,50.44,9.0,186697.0,,,107,5080.0,,67.0,,98.9,100.0,0.0,,2017-11-29T17:56:18.451Z
287067,562.22684,Escherichia coli O6:H1 strain ECO0273,562,WGS,5110085,50.36,9.0,179598.0,,,117,5089.0,,68.0,,98.7,100.0,0.4,,2017-11-29T17:56:59.916Z
287068,562.22702,Escherichia coli O6:H1 strain ECO0292,562,WGS,5091693,50.4,12.0,121439.0,,,131,5104.0,,68.0,,98.9,100.0,0.0,,2017-11-29T17:59:03.137Z
287069,562.22704,Escherichia coli O6:H1 strain ECO0294,562,WGS,5090388,50.51,10.0,185486.0,,,100,5034.0,,72.0,,98.8,100.0,0.0,,2017-11-29T17:59:19.084Z
287070,562.22714,Escherichia coli O6:H1 strain ECO0299,562,WGS,5074108,50.42,10.0,181524.0,,,92,5022.0,,70.0,,98.9,100.0,0.4,,2017-11-29T17:59:44.645Z
287071,562.22738,Escherichia coli O6:H1 strain ECO0328,562,WGS,5091765,50.48,10.0,179230.0,,,108,5034.0,,71.0,,99.0,100.0,0.0,,2017-11-29T18:03:22.254Z
287072,562.22745,Escherichia coli O6:H1 strain ECO0335,562,WGS,5168545,50.43,14.0,114162.0,,,133,5144.0,,71.0,,98.7,100.0,0.0,,2017-11-29T18:03:41.528Z
287073,562.22759,Escherichia coli O6:H1 strain ECO0350,562,WGS,5120299,50.44,9.0,185580.0,,,112,5099.0,,70.0,,98.9,100.0,0.0,,2017-11-29T18:01:17.633Z
287074,562.22769,Escherichia coli O6:H1 strain ECO0360,562,WGS,5186945,50.5,12.0,121222.0,,,166,5231.0,,72.0,,99.0,100.0,0.0,,2017-11-29T18:01:28.646Z
287075,562.22774,Escherichia coli O6:H1 strain ECO0368,562,WGS,5076923,50.33,10.0,174035.0,,,126,5019.0,,64.0,,98.9,100.0,0.0,,2017-11-29T18:01:31.342Z
287076,562.2279,Escherichia coli O6:H1 strain ECO0386,562,WGS,5023910,50.51,9.0,202446.0,,,105,4972.0,,69.0,,98.8,100.0,0.0,,2017-11-29T18:01:50.187Z
287077,562.228,Escherichia coli O6:H1 strain ECO0398,562,WGS,5010673,50.35,10.0,169140.0,,,99,4944.0,,66.0,,98.6,100.0,0.0,,2017-11-29T18:04:35.427Z
287078,562.22816,Escherichia coli O6:H1 strain ECO0415,562,WGS,5084225,50.42,8.0,202447.0,,,111,5094.0,,70.0,,98.7,99.3,0.0,,2017-11-29T18:04:40.699Z
287079,562.22818,Escherichia coli O6:H1 strain ECO0417,562,WGS,5171129,50.4,10.0,178752.0,,,117,5189.0,,73.0,,99.0,100.0,0.0,,2017-11-29T18:04:51.039Z
287080,562.22819,Escherichia coli O6:H1 strain ECO0418,562,WGS,5149180,50.44,10.0,179250.0,,,112,5123.0,,64.0,,98.7,100.0,0.0,,2017-11-29T18:04:46.121Z
287226,562.2243,Escherichia coli O6:H31 strain ECO0003,562,WGS,5019141,50.49,8.0,217498.0,,,85,4969.0,,68.0,,98.7,100.0,0.0,,2017-11-29T16:56:21.127Z
287227,562.22438,Escherichia coli O6:H31 strain ECO0012,562,WGS,4929923,50.41,10.0,160986.0,,,94,4841.0,,67.0,,98.7,100.0,0.0,,2017-11-29T16:57:26.021Z
287228,562.22526,Escherichia coli O6:H31 strain ECO0100,562,WGS,4993788,50.57,8.0,196354.0,,,72,4945.0,,65.0,,98.7,100.0,0.0,,2017-11-29T17:25:03.452Z
287229,562.22533,Escherichia coli O6:H31 strain ECO0108,562,WGS,5128156,50.41,9.0,174726.0,,,98,5139.0,,71.0,,98.6,100.0,0.0,,2017-11-29T17:25:33.008Z
287230,562.22569,Escherichia coli O6:H31 strain ECO0144,562,WGS,5005505,50.52,9.0,175503.0,,,80,4952.0,,67.0,,98.5,100.0,0.0,,2017-11-29T17:38:25.912Z
287231,562.22577,Escherichia coli O6:H31 strain ECO0152,562,WGS,5124316,50.46,8.0,196399.0,,,101,5160.0,,63.0,,98.6,100.0,0.0,,2017-11-29T17:44:39.450Z
287232,562.22641,Escherichia coli O6:H31 strain ECO0229,562,WGS,5104472,50.44,9.0,179070.0,,,88,5091.0,,71.0,,98.5,100.0,0.0,,2017-11-29T17:54:45.312Z
287233,562.22674,Escherichia coli O6:H31 strain ECO0263,562,WGS,5133821,50.41,9.0,196397.0,,,102,5168.0,,70.0,,98.5,100.0,0.0,,2017-11-29T17:58:47.309Z
287234,562.22748,Escherichia coli O6:H31 strain ECO0340,562,WGS,4972034,50.44,15.0,113098.0,,,125,4908.0,,66.0,,98.7,100.0,0.0,,2017-11-29T18:03:24.679Z
287235,562.22756,Escherichia coli O6:H31 strain ECO0347,562,WGS,4978774,50.52,21.0,69632.0,,,169,4965.0,,68.0,,98.5,100.0,0.7,,2017-11-29T18:01:04.159Z
287236,562.22777,Escherichia coli O6:H31 strain ECO0371,562,WGS,4961691,50.47,8.0,177749.0,,,87,4845.0,,70.0,,98.7,100.0,0.0,,2017-11-29T18:02:37.657Z
287237,562.22781,Escherichia coli O6:H31 strain ECO0373,562,WGS,5031029,50.37,9.0,192477.0,,,106,5036.0,,70.0,,98.7,100.0,0.0,,2017-11-29T18:01:39.300Z
287272,562.22584,Escherichia coli O6:H7 strain ECO0159,562,WGS,5097737,50.44,10.0,174379.0,,,129,5106.0,,69.0,,99.0,100.0,0.0,,2017-11-29T17:46:37.384Z
287279,562.22512,Escherichia coli O75:H5 strain ECO0085,562,WGS,5182151,50.61,11.0,144839.0,,,109,5227.0,,72.0,,98.4,100.0,0.0,,2017-11-29T17:32:01.329Z
287280,562.22534,Escherichia coli O75:H5 strain ECO0109,562,WGS,5189257,50.52,11.0,143296.0,,,115,5246.0,,68.0,,98.2,100.0,0.0,,2017-11-29T17:30:16.490Z
287281,562.22706,Escherichia coli O75:H5 strain ECO0191,562,WGS,5157316,50.51,12.0,172276.0,,,125,5246.0,,71.0,,98.2,100.0,1.1,,2017-11-29T17:59:29.953Z
287282,562.22665,Escherichia coli O75:H5 strain ECO0253,562,WGS,5011173,50.64,11.0,157602.0,,,111,4941.0,,65.0,,98.7,100.0,0.0,,2017-11-29T17:58:11.241Z
287283,562.22681,Escherichia coli O75:H5 strain ECO0271,562,WGS,5035957,50.64,12.0,152516.0,,,97,4974.0,,61.0,,98.7,100.0,0.0,,2017-11-29T17:57:38.709Z
287284,562.22794,Escherichia coli O75:H5 strain ECO0391,562,WGS,4935969,50.58,10.0,189436.0,,,90,4922.0,,71.0,,98.5,100.0,0.0,,2017-11-29T18:02:00.911Z
287285,562.22798,Escherichia coli O75:H5 strain ECO0396,562,WGS,5111275,50.55,13.0,157602.0,,,108,5091.0,,68.0,,98.6,100.0,0.0,,2017-11-29T18:03:57.679Z
287286,562.22799,Escherichia coli O75:H5 strain ECO0397,562,WGS,4956895,50.55,12.0,139504.0,,,91,4872.0,,63.0,,98.4,100.0,0.4,,2017-11-29T18:04:30.173Z
287314,562.22467,Escherichia coli O75:H7 strain ECO0040,562,WGS,5152760,50.25,9.0,191549.0,,,105,5153.0,,70.0,,99.2,100.0,0.4,,2017-11-29T16:58:42.117Z
287315,562.22598,Escherichia coli O75:H7 strain ECO0174,562,WGS,4852109,50.51,9.0,220601.0,,,58,4778.0,,66.0,,98.9,100.0,0.4,,2017-11-29T17:44:11.014Z
287316,562.2271,Escherichia coli O75:H7 strain ECO0195,562,WGS,5050081,50.3,9.0,189450.0,,,104,5007.0,,69.0,,99.3,100.0,0.4,,2017-11-29T17:59:38.504Z
287359,562.22462,Escherichia coli O78:H9 strain ECO0035,562,WGS,4782754,50.6,11.0,184094.0,,,72,4712.0,,62.0,,99.1,100.0,0.0,,2017-11-29T16:57:28.626Z
287366,562.22713,Escherichia coli O7:H15 strain ECO0198,562,WGS,5056514,50.68,11.0,157291.0,,,104,4979.0,,74.0,,99.3,100.0,0.0,,2017-11-29T17:59:56.084Z
287376,562.22452,Escherichia coli O7:H45 strain ECO0025,562,WGS,5251925,50.41,21.0,76183.0,,,182,5341.0,,67.0,,99.0,100.0,0.0,,2017-11-29T16:57:36.090Z
287377,562.22578,Escherichia coli O7:H45 strain ECO0153,562,WGS,5218516,50.42,19.0,105614.0,,,166,5266.0,,70.0,,98.8,100.0,0.0,,2017-11-29T17:44:42.612Z
287403,562.22697,Escherichia coli O81:H27 strain ECO0287,562,WGS,5013390,50.52,10.0,151330.0,,,92,5031.0,,66.0,,99.0,100.0,0.0,,2017-11-29T17:59:08.376Z
287404,562.2281,Escherichia coli O81:H27 strain ECO0410,562,WGS,4963559,50.66,11.0,191121.0,,,75,4894.0,,69.0,,99.1,100.0,0.0,,2017-11-29T18:04:19.363Z
287413,562.22605,Escherichia coli O83:H31 strain ECO0181,562,WGS,5281385,50.27,9.0,200408.0,,,91,5328.0,,71.0,,98.9,100.0,0.0,,2017-11-29T17:54:02.851Z
287419,562.22719,Escherichia coli O83:H33 strain ECO0305,562,WGS,5013235,50.57,12.0,150860.0,,,73,5021.0,,66.0,,98.8,99.6,0.0,,2017-11-29T18:00:17.377Z
287424,562.22486,Escherichia coli O83:H42 strain ECO0059,562,WGS,4882983,50.58,7.0,207021.0,,,48,4682.0,,64.0,,99.0,100.0,0.0,,2017-11-29T17:17:34.751Z
287430,562.22547,Escherichia coli O85:H4 strain ECO0122,562,WGS,5116933,50.78,11.0,155729.0,,,125,5152.0,,68.0,,98.7,100.0,0.0,,2017-11-29T17:37:39.210Z
287437,562.22695,Escherichia coli O86:H18 strain ECO0285,562,WGS,5179953,50.56,12.0,152514.0,,,131,5172.0,,71.0,,98.9,100.0,0.4,,2017-11-29T17:58:05.848Z
287438,562.22734,Escherichia coli O86:H18 strain ECO0323,562,WGS,5262845,50.44,15.0,105606.0,,,155,5311.0,,69.0,,98.9,100.0,0.0,,2017-11-29T18:02:13.077Z
287439,562.2275,Escherichia coli O86:H18 strain ECO0341,562,WGS,5130529,50.51,11.0,154390.0,,,119,5099.0,,71.0,,99.1,100.0,0.0,,2017-11-29T18:00:39.684Z
287458,562.22542,Escherichia coli O86:H51 strain ECO0117,562,WGS,4809677,50.44,11.0,150536.0,,,103,4835.0,,65.0,,98.1,99.6,0.0,,2017-11-29T17:37:11.677Z
287459,562.227,Escherichia coli O89/O162:H4 strain ECO0290,562,WGS,4783949,50.85,16.0,95786.0,,,127,4780.0,,65.0,,99.0,100.0,0.4,,2017-11-29T17:58:29.708Z
287462,562.22463,Escherichia coli O8:H10 strain ECO0039,562,WGS,4853502,50.58,6.0,242521.0,,,45,4719.0,,65.0,,99.3,100.0,0.0,,2017-11-29T16:58:33.942Z
287469,562.22556,Escherichia coli O8:H15 strain ECO0132,562,WGS,4825523,50.56,9.0,202871.0,,,53,4666.0,,65.0,,99.3,100.0,0.0,,2017-11-29T17:32:56.768Z
287470,562.226,Escherichia coli O8:H19 strain ECO0176,562,WGS,4883485,50.75,9.0,184055.0,,,91,4846.0,,69.0,,98.8,99.6,0.0,,2017-11-29T17:46:39.935Z
287471,562.22724,Escherichia coli O8:H19 strain ECO0311,562,WGS,5002170,50.74,12.0,154556.0,,,85,4948.0,,69.0,,98.7,100.0,0.0,,2017-11-29T18:00:30.794Z
287488,562.22747,Escherichia coli O8:H30 strain ECO0337,562,WGS,4919385,50.66,16.0,111816.0,,,125,4923.0,,67.0,,99.0,100.0,0.4,,2017-11-29T18:03:30.409Z
287489,562.22758,Escherichia coli O8:H30 strain ECO0349,562,WGS,4809870,50.8,12.0,153053.0,,,96,4737.0,,67.0,,99.5,100.0,0.0,,2017-11-29T18:01:12.533Z
287490,562.22458,Escherichia coli O8:H4 strain ECO0030,562,WGS,4987674,50.54,12.0,131990.0,,,105,4972.0,,63.0,,99.1,100.0,0.0,,2017-11-29T17:04:07.542Z
287491,562.2264,Escherichia coli O8:H4 strain ECO0228,562,WGS,4962419,50.72,15.0,110404.0,,,150,5002.0,,65.0,,98.9,100.0,0.0,,2017-11-29T17:54:56.198Z
287492,562.2379,Escherichia coli O8:H4 strain ECO0412,562,WGS,4956162,50.6,11.0,145719.0,,,95,4918.0,,67.0,,99.5,100.0,0.0,,2017-11-29T19:13:12.399Z
287499,562.2277,Escherichia coli O8:H8 strain ECO0361,562,WGS,4908442,50.8,13.0,120225.0,,,85,4876.0,,67.0,,99.3,100.0,0.0,,2017-11-29T18:01:36.712Z
287501,562.22802,Escherichia coli O8:H9 strain ECO0400,562,WGS,5178536,50.42,13.0,145730.0,,,125,5228.0,,67.0,,98.8,100.0,0.4,,2017-11-29T18:04:02.836Z
287520,562.2266,Escherichia coli O91:H21 strain ECO0250,562,WGS,4785590,50.63,11.0,154751.0,,,84,4718.0,,68.0,,99.5,100.0,0.0,,2017-11-29T17:56:57.312Z
287529,562.22531,Escherichia coli O9:H10 strain ECO0106,562,WGS,4901909,50.75,12.0,148743.0,,,98,4849.0,,67.0,,99.0,100.0,0.0,,2017-11-29T17:25:30.446Z
287535,562.22775,Escherichia coli O9:H25 strain ECO0369,562,WGS,4874117,50.72,17.0,97830.0,,,121,4867.0,,65.0,,99.6,100.0,0.0,,2017-11-29T18:02:35.220Z
287540,562.22707,Escherichia coli O9:H30 strain ECO0192,562,WGS,4941929,50.72,12.0,130904.0,,,111,4964.0,,70.0,,97.8,99.6,0.4,,2017-11-29T17:59:27.631Z
287541,562.22677,Escherichia coli O9:H30 strain ECO0267,562,WGS,4866262,50.71,17.0,92935.0,,,117,4850.0,,65.0,,98.4,100.0,0.7,,2017-11-29T17:57:05.384Z
287545,562.22498,Escherichia coli O9:H4 strain ECO0071,562,WGS,4509134,50.76,18.0,79519.0,,,123,4497.0,,61.0,,99.4,100.0,1.1,,2017-11-29T17:23:28.521Z
287546,562.22653,Escherichia coli O9:H4 strain ECO0240,562,WGS,5011809,50.63,20.0,86114.0,,,114,4996.0,,71.0,,98.6,99.3,0.7,,2017-11-29T17:56:53.136Z
287550,562.22501,Escherichia coli O9:H9 strain ECO0074,562,WGS,5150589,50.63,12.0,130837.0,,,166,5234.0,,59.0,,99.0,100.0,0.4,,2017-11-29T17:27:33.979Z
287551,562.22554,Escherichia coli O9:H9 strain ECO0129,562,WGS,4880152,50.78,11.0,128699.0,,,96,4816.0,,57.0,,99.0,100.0,0.4,,2017-11-29T17:33:11.509Z
294414,562.22874,Escherichia coli not known strain ECO0321,562,WGS,4569258,50.82,29.0,51727.0,,,185,4593.0,,70.0,,98.5,100.0,0.7,,2017-11-29T18:06:21.443Z
294770,562.42634,Escherichia coli strain 100,562,WGS,5052487,50.76023,7.0,217208.0,,,121,5114.0,,82.0,,98.1,,,,2019-03-24T01:08:05.353Z
294806,562.7579,Escherichia coli strain 100269_aEPEC,562,WGS,5109276,50.48,18.0,99516.0,,,140,5292.0,4819.0,89.0,,99.0,99.6,0.4,,2016-01-17T17:05:13.130Z
294812,562.773,Escherichia coli strain 100383_aEPEC,562,WGS,5057270,50.56,10.0,167752.0,,,166,5201.0,4720.0,88.0,,99.6,100.0,0.0,,2016-01-17T17:07:19.672Z
294816,562.779,Escherichia coli strain 100446,562,WGS,5467292,50.32,11.0,141977.0,,,223,5741.0,5150.0,86.0,,99.0,100.0,0.4,,2016-01-17T17:07:40.737Z
294826,562.7567,Escherichia coli strain 100554_aEPEC,562,WGS,5509046,50.43,12.0,153195.0,,,158,5736.0,5194.0,89.0,,99.4,100.0,0.0,,2016-01-17T17:05:09.053Z
294829,562.7783,Escherichia coli strain 100600_aEPEC,562,WGS,4787944,50.66,5.0,445773.0,,,28,4697.0,4411.0,81.0,,99.3,100.0,0.0,,2016-01-17T17:07:38.081Z
294856,562.7643,Escherichia coli strain 102010_aEPEC,562,WGS,4736586,50.5,11.0,147488.0,,,101,4776.0,4405.0,82.0,,99.3,100.0,0.4,,2016-01-17T17:06:48.771Z
294857,562.7682,Escherichia coli strain 102014_aEPEC,562,WGS,4749305,50.49,9.0,179824.0,,,57,4734.0,4414.0,85.0,,99.1,100.0,0.0,,2016-01-17T17:07:03.311Z
294863,562.7737,Escherichia coli strain 102298_aEPEC,562,WGS,5003607,50.62,11.0,167755.0,,,147,5134.0,4688.0,89.0,,99.1,100.0,0.0,,2016-01-17T17:07:21.771Z
294864,562.7759,Escherichia coli strain 102328_aEPEC,562,WGS,5240434,50.56,10.0,167746.0,,,205,5454.0,4925.0,94.0,,99.0,100.0,0.0,,2016-01-17T17:07:30.114Z
294866,562.7769,Escherichia coli strain 102366_aEPEC,562,WGS,5091309,50.65,17.0,121354.0,,,176,5294.0,4795.0,89.0,,98.2,98.2,0.0,,2016-01-17T17:07:33.549Z
294868,562.7719,Escherichia coli strain 102485_aEPEC,562,WGS,4831755,50.69,9.0,210557.0,,,74,4806.0,4461.0,80.0,,99.6,100.0,0.0,,2016-01-17T17:07:16.134Z
294900,562.45845,Escherichia coli strain 103,562,Complete,5330963,50.6359,1.0,5162123.0,1.0,2.0,3,5555.0,5457.0,88.0,,98.7,,,,2019-07-14T16:18:50.091Z
294905,562.7694,Escherichia coli strain 103151,562,WGS,1326714,50.18,3.0,247941.0,,,5,1308.0,1226.0,13.0,,86.4,27.4,0.0,,2016-01-17T17:07:07.522Z
295104,562.42635,Escherichia coli strain 108,562,WGS,5286714,50.75374,10.0,199413.0,,,256,5517.0,,86.0,,98.3,,,,2019-03-24T01:13:26.159Z
295390,562.65796,Escherichia coli strain 123074,562,WGS,4822617,50.596573,10.0,183831.0,0.0,0.0,117,4777.0,,80.0,,97.9,,,,2020-10-30T14:27:56.741Z
295393,562.65797,Escherichia coli strain 123445,562,WGS,4925318,50.553303,12.0,127634.0,0.0,0.0,154,4941.0,,78.0,,98.8,,,,2020-10-29T01:19:31.861Z
